doc_id,image_path,parse_success,gt_vendor_name,pred_vendor_name,pred_vendor_confidence,vendor_exact_match,vendor_normalized_match,vendor_fuzzy_score,vendor_fuzzy_match,gt_invoice_date,pred_invoice_date,pred_invoice_date_confidence,date_exact_match,date_normalized_match,gt_total,pred_total,pred_total_confidence,total_exact_match,total_normalized_match,gt_total_normalized,pred_total_normalized,document_quality_issues,all_key_fields_exact_match,all_key_fields_normalized_match,all_key_fields_fuzzy_match,error_types
sroie_train_X51005303661,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005303661.jpg,True,LIGHTROOM GALLERY SDN BHD,LIGHTROOM GALLERY SDN BHD,0.9,True,True,1.0,True,20/12/2017,20/12/2017,0.9,True,True,73.00,73.00,0.9,True,True,73.00,73.00,,True,True,True,
sroie_train_X51007339133,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007339133.jpg,True,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,0.95,True,True,1.0,True,27/10/2017,27/10/2017,0.95,True,True,8.70,8.70,0.95,True,True,8.70,8.70,folds,True,True,True,document_quality_issue
sroie_train_X51007846305,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007846305.jpg,True,AEON CO. (M) BHD,AEON CO. (M) BHD,0.9,True,True,1.0,True,10/06/2018,10/06/2018,0.9,True,True,127.35,127.35,0.9,True,True,127.35,127.35,,True,True,True,
sroie_train_X51005757199,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005757199.jpg,True,POPULAR BOOK CO. (M) SDN BHD,POPULAR BOOK CO. (M) SDN BHD,0.95,True,True,1.0,True,01/03/18,01/03/18,0.95,True,True,4.00,4.00,0.95,True,True,4.00,4.00,,True,True,True,
sroie_train_X51006556730,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006556730.jpg,True,MAKASSAR FRESH MARKET S/B,MAKASSAR FRESH MARKET S/B.,0.95,False,True,1.0,True,05-AUG-2017,05-Aug-2017,0.95,False,True,RM40.00,40.00,0.95,False,True,40.00,40.00,,False,True,True,total_format_only_mismatch
sroie_train_X51006387740,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006387740.jpg,True,ARTRANGE STATIONERS & PRINT SDN BHD,ARTRANGE STATIONERS & PRINT SDN BHD,0.95,True,True,1.0,True,10/04/2017,10/04/2017,0.95,True,True,15.40,15.40,0.95,True,True,15.40,15.40,,True,True,True,
sroie_train_X51005441407,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005441407.jpg,True,TASTE OF THE WORLD SDN BHD,Taste Of The World Sdn Bhd,0.9,False,True,1.0,True,5/3/2018,5/3/2018,0.9,True,True,64.15,64.15,0.9,True,True,64.15,64.15,,False,True,True,
sroie_train_X51006557117,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006557117.jpg,True,GARDENIA BAKERIES (KL) SDN BHD,GARDENIA BAKERIES (KL) SDN BHD,0.95,True,True,1.0,True,30/10/2017,30/10/2017,0.95,True,True,62.60,62.60,0.95,True,True,62.60,62.60,blurred text,True,True,True,document_quality_issue
sroie_train_X51008099102,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51008099102.jpg,True,MIZU MENTAI SDN. BHD.,MIZU MENTAI SDN. BHD.,0.9,True,True,1.0,True,04-06-2018,04-06-2018,0.9,True,True,68.00,68.00,0.9,True,True,68.00,68.00,,True,True,True,
sroie_train_X51005757273,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005757273.jpg,True,MR. D.I.Y. (KUCHAI) SDN BHD,MR. D.I.Y. (KUCHAI) SDN BHD,0.95,True,True,1.0,True,12-03-18,12-03-18,0.95,True,True,45.00,45.00,0.95,True,True,45.00,45.00,,True,True,True,
sroie_train_X51008099087,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51008099087.jpg,True,RESTORAN WAN SHENG,RESTORAN WAN SHENG,0.95,True,True,1.0,True,11-06-2018,11-06-2018,0.95,True,True,7.80,7.80,0.95,True,True,7.80,7.80,,True,True,True,
sroie_train_X51006619862,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006619862.jpg,True,MR. D.I.Y. (KUCHAI) SDN BHD,MR. D.I.Y. (KUCHAI) SDN BHD,0.9,True,True,1.0,True,07-06-16,07-06-16,0.9,True,True,RM 13.30,13.30,0.9,False,True,13.30,13.30,,False,True,True,total_format_only_mismatch
sroie_train_X51005685355,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005685355.jpg,True,RESTORAN IBRAHIM MAJU SB,RESTORAN IBRAHIM MAJU SB,0.95,True,True,1.0,True,19/03/2018,19/03/2018,0.95,True,True,5.30,5.30,0.95,True,True,5.30,5.30,,True,True,True,
sroie_train_X51005361883,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005361883.jpg,True,TEO HENG STATIONERY & BOOKS,TED HENG STATIONERY & BOOKS,0.9,False,False,0.96,True,18/01/2018,18/01/2018,0.9,True,True,4.90,4.90,0.9,True,True,4.90,4.90,,False,False,True,vendor_fuzzy_only_match
sroie_train_X51005749912,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005749912.jpg,True,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,0.95,True,True,1.0,True,28/03/18,28-03-18,0.95,False,True,38.80,38.80,0.95,True,True,38.80,38.80,,False,True,True,
sroie_train_X51005711442,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005711442.jpg,True,RESTORAN WAN SHENG,RESTORAN WAN SHENG,0.95,True,True,1.0,True,16-03-2018,16-03-2018,0.95,True,True,9.60,9.60,0.95,True,True,9.60,9.60,,True,True,True,
sroie_train_X51006466066,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006466066.jpg,True,MENTAI INITIAL SDN BHD,MENTAI INITIAL SDN BHD,0.9,True,True,1.0,True,21-04-2018,21-04-2018,0.9,True,True,41.50,41.50,0.9,True,True,41.50,41.50,,True,True,True,
sroie_train_X51009453804,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51009453804.jpg,True,LIAN HING STATIONERY SDN BHD,LIAN HING STATIONERY SDN BHD,0.9,True,True,1.0,True,27/03/2018,27/03/2018,0.9,True,True,12.00,12.00,0.9,True,True,12.00,12.00,,True,True,True,
sroie_train_X51005806703,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005806703.jpg,True,SINNATHAMBY HOLDINGS SDN. BHD.,SINNATHAMBY HOLDINGS SDN. BHD.,0.95,True,True,1.0,True,06/02/2018,06/02/2018,0.95,True,True,109.70,109.70,0.95,True,True,109.70,109.70,,True,True,True,
sroie_train_X51006387813,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006387813.jpg,True,TOKYO KITCHEN (CITTA MALL) TOKYO KITCHEN SDN BHD,TOKYO KITCHEN (CITTA MALL) TOKYO KITCHEN SDN BHD,0.9,True,True,1.0,True,23-04-2017,23-04-2017,0.9,True,True,113.80,113.80,0.9,True,True,113.80,113.80,,True,True,True,
sroie_train_X51006388064,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006388064.jpg,True,BEMED (SP) SDN. BHD.,BEMED (SP) SDN. BHD.,0.95,True,True,1.0,True,14/MAY/2017,14/May/2017,0.95,False,True,191.20,191.20,0.95,True,True,191.20,191.20,,False,True,True,
sroie_train_X51007339114,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007339114.jpg,True,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,0.95,True,True,1.0,True,14/12/2017,14/12/2017,0.95,True,True,36.00,36.00,0.95,True,True,36.00,36.00,,True,True,True,
sroie_train_X51005568898,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005568898.jpg,True,VIVOPAC MARKETING SDN BHD,VIVOPAC MARKETING SDN BHD,0.95,True,True,1.0,True,30/05/2017,30/05/2017,0.95,True,True,18.80,18.80,0.95,True,True,18.80,18.80,,True,True,True,
sroie_train_X51005568827,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005568827.jpg,True,BANH MI CAFE SDN BHD,Banh Mi Cafe,0.9,False,False,0.75,False,29-10-2017,29-10-2017,0.9,True,True,23.25,23.25,0.9,True,True,23.25,23.25,,False,False,False,vendor_mismatch
sroie_train_X51005453801,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005453801.jpg,True,GL HANDICRAFT & TAIL ORING,GL HANDICRAFT & TAILORING,0.9,False,True,0.9787,True,20/03/2018,20/03/2018,0.9,True,True,102.00,102.00,0.9,True,True,102.00,102.00,,False,True,True,
