doc_id,image_path,parse_success,gt_vendor_name,pred_vendor_name,vendor_exact_match,vendor_normalized_match,gt_invoice_date,pred_invoice_date,date_exact_match,date_normalized_match,gt_total,pred_total,total_exact_match,total_normalized_match,gt_total_normalized,pred_total_normalized,all_key_fields_exact_match,all_key_fields_normalized_match,error_types
sroie_train_X51005685355,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005685355.jpg,True,RESTORAN IBRAHIM MAJU SB,RESTORAN IBRAHIM MAJU SB,True,True,19/03/2018,19/03/2018,True,True,5.30,5.30,True,True,5.30,5.30,True,True,
sroie_train_X51005361883,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005361883.jpg,True,TEO HENG STATIONERY & BOOKS,TED HENG STATIONERY & BOOKS,False,False,18/01/2018,18/01/2018,True,True,4.90,4.90,True,True,4.90,4.90,False,False,vendor_mismatch
sroie_train_X51005749912,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005749912.jpg,True,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,True,True,28/03/18,28-03-18,False,True,38.80,38.80,True,True,38.80,38.80,False,True,
sroie_train_X51005711442,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005711442.jpg,True,RESTORAN WAN SHENG,RESTORAN WAN SHENG,True,True,16-03-2018,16-03-2018,True,True,9.60,9.60,True,True,9.60,9.60,True,True,
sroie_train_X51006466066,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006466066.jpg,True,MENTAI INITIAL SDN BHD,MENTAI INITIAL SDN BHD,True,True,21-04-2018,21-04-2018,True,True,41.50,41.50,True,True,41.50,41.50,True,True,
sroie_train_X51009453804,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51009453804.jpg,True,LIAN HING STATIONERY SDN BHD,LIAN HING STATIONERY SDN BHD,True,True,27/03/2018,27/03/2018,True,True,12.00,12.00,True,True,12.00,12.00,True,True,
sroie_train_X51005806703,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005806703.jpg,True,SINNATHAMBY HOLDINGS SDN. BHD.,SINNATHAMBY HOLDINGS SDN. BHD.,True,True,06/02/2018,06/02/2018,True,True,109.70,109.70,True,True,109.70,109.70,True,True,
sroie_train_X51006387813,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006387813.jpg,True,TOKYO KITCHEN (CITTA MALL) TOKYO KITCHEN SDN BHD,TOKYO KITCHEN (CITTA MALL),False,False,23-04-2017,23-04-2017,True,True,113.80,113.80,True,True,113.80,113.80,False,False,vendor_mismatch
sroie_train_X51006388064,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006388064.jpg,True,BEMED (SP) SDN. BHD.,BEMED (SP) SDN. BHD.,True,True,14/MAY/2017,14/May/2017,False,True,191.20,191.20,True,True,191.20,191.20,False,True,
sroie_train_X51007339114,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007339114.jpg,True,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,True,True,14/12/2017,14/12/2017,True,True,36.00,36.00,True,True,36.00,36.00,True,True,
sroie_train_X51005568898,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005568898.jpg,True,VIVOPAC MARKETING SDN BHD,VIVOPAC MARKETING SDN BHD,True,True,30/05/2017,30/05/2017,True,True,18.80,18.80,True,True,18.80,18.80,True,True,
sroie_train_X51005568827,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005568827.jpg,True,BANH MI CAFE SDN BHD,banh mi cafe sdn bhd,False,True,29-10-2017,29-10-2017,True,True,23.25,23.25,True,True,23.25,23.25,False,True,
sroie_train_X51005453801,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005453801.jpg,True,GL HANDICRAFT & TAIL ORING,GL HANDICRAFT & TAILORING,False,True,20/03/2018,20/03/2018,True,True,102.00,102.00,True,True,102.00,102.00,False,True,
